"確定病名","發病年份","發病週別","縣市","性別","是否為境外移入","年齡層","確定病例數","鄉鎮"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",11,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",3,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",18,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",1,"金山區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",4,"泰山區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",2,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",7,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","55-59",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","5-9",3,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",5,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",3,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",2,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",2,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",18,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",2,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",6,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","60-64",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",5,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",3,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",8,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",5,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",9,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",1,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",3,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","65-69",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",5,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",3,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",4,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",2,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",8,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",1,"貢寮區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",1,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","F","否","70+",3,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","0",1,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","1",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","10-14",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","15-19",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","15-19",1,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","15-19",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","20-24",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","25-29",1,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","25-29",2,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","25-29",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","25-29",4,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","25-29",3,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","30-34",4,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","30-34",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","30-34",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","30-34",2,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",3,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",2,"汐止區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",3,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",1,"深坑區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",2,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","35-39",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","4",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",5,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",2,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",2,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","40-44",1,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",1,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",2,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",3,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",1,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",2,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",1,"林口區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",5,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",1,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","45-49",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",1,"八里區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",2,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",1,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",6,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",4,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",1,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",1,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","50-54",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",1,"八里區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",7,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",4,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",6,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",3,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",4,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",8,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",1,"深坑區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",3,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",6,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",2,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","55-59",1,"鶯歌區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",7,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",1,"三峽區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",4,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",7,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",4,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",1,"林口區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",11,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",2,"泰山區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",1,"深坑區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",3,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",5,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",3,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","60-64",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",5,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",5,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",7,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",3,"五股區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",1,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",9,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",3,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",2,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","65-69",2,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",5,"三重區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",4,"土城區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",10,"中和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",6,"永和區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",1,"汐止區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",1,"林口區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",15,"板橋區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",1,"泰山區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",1,"深坑區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",5,"新店區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",5,"新莊區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",1,"萬里區"
"嚴重特殊傳染性肺炎","2021","19","新北市","M","否","70+",2,"樹林區"
"嚴重特殊傳染性肺炎","2021","19","新竹縣","M","否","25-29",1,"新豐鄉"
"嚴重特殊傳染性肺炎","2021","19","新竹縣","M","否","50-54",1,"竹北市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","20-24",1,"福興鄉"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","30-34",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","40-44",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","45-49",1,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","45-49",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","50-54",1,"永靖鄉"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","50-54",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","55-59",2,"埔心鄉"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","55-59",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","60-64",1,"員林市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","65-69",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","70+",1,"花壇鄉"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","F","否","70+",1,"員林市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","10-14",2,"彰化市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","30-34",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","30-34",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","35-39",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","45-49",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","55-59",4,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","5-9",1,"田中鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","60-64",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","60-64",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","65-69",1,"溪州鄉"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","65-69",1,"溪湖鎮"
"嚴重特殊傳染性肺炎","2021","19","彰化縣","M","否","70+",1,"彰化市"
"嚴重特殊傳染性肺炎","2021","2","空值","F","是","15-19",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","F","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","F","是","5-9",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","F","是","60-64",2,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","20-24",6,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","25-29",3,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","30-34",4,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","45-49",2,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","空值","M","是","5-9",1,"空值"
"嚴重特殊傳染性肺炎","2021","2","桃園市","F","否","25-29",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","2","桃園市","F","否","45-49",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","2","桃園市","F","否","50-54",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","2","桃園市","M","否","35-39",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","2","桃園市","M","否","50-54",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","20","台中市","F","否","15-19",1,"太平區"
"嚴重特殊傳染性肺炎","2021","20","台中市","F","否","15-19",1,"潭子區"
"嚴重特殊傳染性肺炎","2021","20","台中市","F","否","15-19",4,"霧峰區"
"嚴重特殊傳染性肺炎","2021","20","台中市","F","否","20-24",1,"北區"
"嚴重特殊傳染性肺炎","2021","20","台中市","F","否","20-24",1,"西屯區"
