"確定病名","個案研判日","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",28
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",2
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",28
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/09/28","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",28
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/01","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",28
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/02","空值","空值","男","是","40-44",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",28
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/05","空值","空值","女","是","35-39",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",28
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","女","是","20-24",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",5
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",2
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",28
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",6
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",4
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",28
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
"嚴重特殊傳染性肺炎","2020/10/06","空值","空值","男","是","30-34",1
